"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-08 19:00","2019","07","08","19:00","22.7","","7.8","","38","","15","","13","","24.1","","99.64","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-08 20:00","2019","07","08","20:00","22.1","","7.4","","38","","16","","18","","24.1","","99.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-08 21:00","2019","07","08","21:00","22.2","","5.8","","34","","16","","16","","24.1","","99.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-08 22:00","2019","07","08","22:00","19.5","","8.5","","49","","19","","12","","24.1","","99.65","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-08 23:00","2019","07","08","23:00","19.7","","11.3","","58","","3","","9","","24.1","","99.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 00:00","2019","07","09","00:00","19.2","","9.7","","54","","4","","12","","24.1","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 01:00","2019","07","09","01:00","18.2","","10.7","","61","","5","","12","","24.1","","99.73","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 02:00","2019","07","09","02:00","17.2","","10.0","","62","","4","","13","","24.1","","99.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 03:00","2019","07","09","03:00","16.9","","9.2","","60","","6","","11","","24.1","","99.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 04:00","2019","07","09","04:00","16.5","","8.1","","57","","5","","13","","24.1","","99.79","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 05:00","2019","07","09","05:00","16.4","","8.6","","60","","6","","12","","24.1","","99.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 06:00","2019","07","09","06:00","17.2","","9.0","","58","","5","","12","","24.1","","99.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 07:00","2019","07","09","07:00","18.5","","9.1","","54","","6","","12","","24.1","","99.90","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 08:00","2019","07","09","08:00","20.4","","10.5","","52","","7","","15","","24.1","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 09:00","2019","07","09","09:00","23.2","","10.5","","44","","13","","7","","24.1","","99.85","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 10:00","2019","07","09","10:00","24.6","","10.8","","41","","19","","8","","24.1","","99.84","","26","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 11:00","2019","07","09","11:00","25.3","","11.1","","41","","16","","22","","24.1","","99.82","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 12:00","2019","07","09","12:00","25.9","","8.0","","32","","15","","23","","24.1","","99.80","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 13:00","2019","07","09","13:00","26.2","","8.3","","32","","16","","23","","24.1","","99.76","","27","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 14:00","2019","07","09","14:00","26.4","","9.3","","33","","15","","11","","24.1","","99.73","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 15:00","2019","07","09","15:00","26.3","","9.3","","34","","15","","25","","24.1","","99.67","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 16:00","2019","07","09","16:00","26.1","","9.3","","34","","13","","14","","24.1","","99.67","","27","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 17:00","2019","07","09","17:00","26.2","","8.9","","33","","16","","22","","24.1","","99.65","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 18:00","2019","07","09","18:00","26.3","","6.7","","28","","14","","10","","24.1","","99.64","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 19:00","2019","07","09","19:00","25.2","","5.7","","28","","14","","7","","24.1","","99.64","","25","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 20:00","2019","07","09","20:00","23.6","","7.1","","34","","15","","13","","24.1","","99.62","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 21:00","2019","07","09","21:00","23.1","","4.9","","30","","16","","17","","24.1","","99.66","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 22:00","2019","07","09","22:00","21.9","","7.5","","39","","15","","11","","24.1","","99.63","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-09 23:00","2019","07","09","23:00","20.4","","9.7","","50","","16","","19","","24.1","","99.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 00:00","2019","07","10","00:00","20.2","","11.9","","59","","13","","5","","24.1","","99.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 01:00","2019","07","10","01:00","19.8","","12.8","","64","","9","","16","","24.1","","99.61","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 02:00","2019","07","10","02:00","19.1","","13.1","","68","","8","","17","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 03:00","2019","07","10","03:00","17.7","","10.5","","62","","8","","13","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 04:00","2019","07","10","04:00","16.9","","10.6","","66","","8","","13","","24.1","","99.57","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 05:00","2019","07","10","05:00","16.9","","10.9","","67","","8","","16","","24.1","","99.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 06:00","2019","07","10","06:00","17.5","","11.9","","69","","7","","12","","24.1","","99.60","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 07:00","2019","07","10","07:00","20.2","","12.7","","61","","7","","18","","24.1","","99.62","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 08:00","2019","07","10","08:00","23.3","","12.0","","49","","16","","18","","24.1","","99.60","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 09:00","2019","07","10","09:00","25.0","","14.2","","51","","14","","10","","24.1","","99.57","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 10:00","2019","07","10","10:00","25.5","","14.7","","50","","14","","11","","24.1","","99.54","","29","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 11:00","2019","07","10","11:00","26.4","","13.3","","44","","12","","13","","24.1","","99.49","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 12:00","2019","07","10","12:00","26.6","","14.5","","47","","14","","16","","24.1","","99.46","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 13:00","2019","07","10","13:00","27.3","","14.9","","46","","15","","17","","24.1","","99.41","","31","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 14:00","2019","07","10","14:00","28.4","","15.7","","45","","16","","24","","24.1","","99.35","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 15:00","2019","07","10","15:00","28.9","","16.7","","47","","16","","28","","24.1","","99.32","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 16:00","2019","07","10","16:00","27.9","","17.4","","52","","16","","23","","24.1","","99.27","","33","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 17:00","2019","07","10","17:00","26.2","","16.5","","55","","14","","18","","24.1","","99.21","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 18:00","2019","07","10","18:00","25.6","","15.7","","54","","14","","17","","24.1","","99.20","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 19:00","2019","07","10","19:00","24.7","","15.1","","55","","15","","20","","24.1","","99.20","","29","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 20:00","2019","07","10","20:00","23.9","","15.7","","60","","16","","25","","24.1","","99.16","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 21:00","2019","07","10","21:00","23.4","","17.4","","68","","15","","13","","24.1","","99.19","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 22:00","2019","07","10","22:00","23.9","","18.3","","70","","14","","8","","24.1","","99.13","","30","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-10 23:00","2019","07","10","23:00","22.5","","19.7","","84","","17","","12","","24.1","","99.04","","30","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 00:00","2019","07","11","00:00","22.6","","19.3","","81","","17","","5","","24.1","","99.05","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 01:00","2019","07","11","01:00","23.0","","19.2","","79","","16","","18","","24.1","","98.98","","30","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 02:00","2019","07","11","02:00","22.5","","19.1","","81","","15","","16","","24.1","","98.94","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 03:00","2019","07","11","03:00","22.4","","19.1","","81","","17","","16","","24.1","","98.94","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 04:00","2019","07","11","04:00","22.5","","19.0","","80","","15","","20","","24.1","","98.91","","29","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 05:00","2019","07","11","05:00","22.0","","19.5","","86","","15","","11","","24.1","","98.89","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 06:00","2019","07","11","06:00","22.3","","19.4","","83","","15","","12","","24.1","","98.86","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 07:00","2019","07","11","07:00","23.2","","20.1","","82","","15","","13","","24.1","","98.87","","31","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 08:00","2019","07","11","08:00","24.4","","20.4","","78","","16","","19","","24.1","","98.84","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 09:00","2019","07","11","09:00","25.5","","21.5","","78","","18","","16","","24.1","","98.83","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 10:00","2019","07","11","10:00","24.4","","22.2","","88","","19","","27","","9.7","","98.81","","34","","","","Heavy Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 11:00","2019","07","11","11:00","27.2","","20.6","","67","","19","","21","","24.1","","98.69","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 12:00","2019","07","11","12:00","29.4","","22.7","","67","","19","","27","","24.1","","98.62","","39","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 13:00","2019","07","11","13:00","28.2","","21.5","","66","","24","","13","","24.1","","98.61","","37","","","","Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 14:00","2019","07","11","14:00","26.0","","20.2","","70","","19","","27","","24.1","","98.62","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 15:00","2019","07","11","15:00","29.8","","18.1","","49","","31","","25","","24.1","","98.62","","36","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 16:00","2019","07","11","16:00","28.6","","17.2","","49","","30","","37","","24.1","","98.60","","34","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 17:00","2019","07","11","17:00","25.9","","16.2","","55","","31","","33","","24.1","","98.69","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 18:00","2019","07","11","18:00","24.6","","15.4","","56","","30","","32","","24.1","","98.74","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 19:00","2019","07","11","19:00","23.3","","14.2","","56","","30","","30","","24.1","","98.77","","27","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 20:00","2019","07","11","20:00","21.3","","13.6","","61","","31","","25","","24.1","","98.80","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 21:00","2019","07","11","21:00","19.7","","12.7","","64","","30","","28","","24.1","","98.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 22:00","2019","07","11","22:00","18.5","","12.9","","69","","30","","24","","24.1","","98.86","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-11 23:00","2019","07","11","23:00","17.6","","13.2","","75","","30","","16","","24.1","","98.82","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 00:00","2019","07","12","00:00","17.0","","14.0","","82","","29","","14","","24.1","","98.82","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 01:00","2019","07","12","01:00","17.5","","14.5","","83","","30","","15","","24.1","","98.84","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 02:00","2019","07","12","02:00","18.1","","14.9","","81","","31","","14","","24.1","","98.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 03:00","2019","07","12","03:00","18.0","","15.1","","83","","30","","14","","24.1","","98.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 04:00","2019","07","12","04:00","18.7","","15.4","","81","","32","","19","","24.1","","98.87","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 05:00","2019","07","12","05:00","18.8","","15.4","","80","","33","","19","","24.1","","98.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 06:00","2019","07","12","06:00","19.0","","15.6","","80","","32","","22","","24.1","","98.96","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 07:00","2019","07","12","07:00","19.2","","15.5","","79","","35","","11","","24.1","","99.00","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 08:00","2019","07","12","08:00","20.8","","15.7","","73","","3","","17","","24.1","","99.03","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 09:00","2019","07","12","09:00","20.8","","15.5","","71","","3","","11","","24.1","","99.06","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 10:00","2019","07","12","10:00","20.2","","14.3","","69","","32","","25","","24.1","","99.12","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 11:00","2019","07","12","11:00","20.2","","14.2","","68","","32","","12","","24.1","","99.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 12:00","2019","07","12","12:00","20.7","","14.5","","67","","33","","13","","24.1","","99.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 13:00","2019","07","12","13:00","21.1","","13.8","","62","","2","","9","","24.1","","99.16","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 14:00","2019","07","12","14:00","21.9","","14.5","","62","","29","","17","","24.1","","99.16","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 15:00","2019","07","12","15:00","22.6","","14.2","","58","","29","","4","","24.1","","99.13","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 16:00","2019","07","12","16:00","23.5","","14.7","","57","","22","","8","","24.1","","99.12","","27","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 17:00","2019","07","12","17:00","24.1","","15.0","","56","","18","","13","","24.1","","99.09","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 18:00","2019","07","12","18:00","22.7","","15.1","","62","","23","","8","","24.1","","99.08","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 19:00","2019","07","12","19:00","22.0","","15.1","","64","","22","","12","","24.1","","99.13","","26","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 20:00","2019","07","12","20:00","21.5","","14.7","","64","","28","","16","","24.1","","99.16","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 21:00","2019","07","12","21:00","19.7","","14.9","","74","","19","","14","","24.1","","99.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 22:00","2019","07","12","22:00","18.1","","14.9","","81","","19","","13","","24.1","","99.19","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-12 23:00","2019","07","12","23:00","17.8","","14.8","","83","","20","","10","","24.1","","99.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 00:00","2019","07","13","00:00","16.9","","14.4","","85","","20","","10","","24.1","","99.20","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 01:00","2019","07","13","01:00","16.9","","14.4","","85","","18","","12","","24.1","","99.23","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 02:00","2019","07","13","02:00","16.3","","14.2","","87","","18","","12","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 03:00","2019","07","13","03:00","16.4","","13.8","","84","","18","","8","","24.1","","99.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 04:00","2019","07","13","04:00","17.0","","14.3","","84","","16","","19","","24.1","","99.24","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 05:00","2019","07","13","05:00","16.3","","13.8","","85","","17","","12","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 06:00","2019","07","13","06:00","18.1","","14.6","","80","","16","","17","","24.1","","99.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 07:00","2019","07","13","07:00","21.1","","16.8","","76","","19","","15","","24.1","","99.26","","26","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 08:00","2019","07","13","08:00","23.5","","17.1","","67","","22","","10","","24.1","","99.27","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 09:00","2019","07","13","09:00","25.7","","17.5","","60","","22","","16","","24.1","","99.23","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 10:00","2019","07","13","10:00","26.8","","16.8","","54","","21","","21","","24.1","","99.20","","32","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 11:00","2019","07","13","11:00","28.0","","17.8","","53","","20","","20","","24.1","","99.17","","34","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 12:00","2019","07","13","12:00","28.8","","18.3","","53","","18","","30","","24.1","","99.13","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 13:00","2019","07","13","13:00","29.7","","17.2","","46","","19","","36","","24.1","","99.06","","35","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 14:00","2019","07","13","14:00","28.8","","18.4","","53","","20","","32","","24.1","","99.00","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 15:00","2019","07","13","15:00","22.5","","19.6","","83","","4","","13","","24.1","","99.05","","30","","","","Thunderstorms,Heavy Rain Showers"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 16:00","2019","07","13","16:00","25.0","","22.5","","86","","21","","16","","24.1","","99.07","","35","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 17:00","2019","07","13","17:00","27.9","","21.4","","67","","28","","21","","24.1","","99.06","","37","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 18:00","2019","07","13","18:00","28.0","","19.9","","61","","32","","21","","24.1","","99.05","","35","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 19:00","2019","07","13","19:00","27.4","","19.2","","60","","31","","21","","24.1","","99.08","","34","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 20:00","2019","07","13","20:00","26.3","","19.5","","66","","31","","18","","24.1","","99.10","","33","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 21:00","2019","07","13","21:00","24.8","","19.3","","71","","3","","16","","24.1","","99.20","","32","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 22:00","2019","07","13","22:00","23.6","","16.7","","65","","31","","26","","24.1","","99.27","","29","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-13 23:00","2019","07","13","23:00","22.1","","13.9","","59","","31","","23","","24.1","","99.33","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 00:00","2019","07","14","00:00","20.8","","9.2","","47","","31","","26","","24.1","","99.36","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 01:00","2019","07","14","01:00","19.4","","8.9","","50","","31","","22","","24.1","","99.39","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 02:00","2019","07","14","02:00","18.2","","10.0","","58","","30","","22","","24.1","","99.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 03:00","2019","07","14","03:00","17.8","","10.7","","63","","31","","15","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 04:00","2019","07","14","04:00","16.9","","11.7","","71","","32","","19","","24.1","","99.50","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 05:00","2019","07","14","05:00","17.2","","12.5","","74","","34","","16","","24.1","","99.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 06:00","2019","07","14","06:00","17.9","","13.2","","74","","36","","10","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 07:00","2019","07","14","07:00","19.3","","13.9","","71","","1","","10","","24.1","","99.68","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 08:00","2019","07","14","08:00","20.7","","14.5","","67","","1","","11","","24.1","","99.75","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 09:00","2019","07","14","09:00","21.9","","14.6","","62","","31","","15","","24.1","","99.81","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 10:00","2019","07","14","10:00","23.3","","13.7","","54","","32","","22","","24.1","","99.81","","26","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 11:00","2019","07","14","11:00","24.3","","14.7","","55","","33","","13","","24.1","","99.81","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 12:00","2019","07","14","12:00","24.2","","14.1","","53","","4","","11","","24.1","","99.78","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 13:00","2019","07","14","13:00","25.4","","13.6","","47","","2","","10","","24.1","","99.77","","29","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 14:00","2019","07","14","14:00","26.0","","15.0","","50","","6","","13","","24.1","","99.74","","30","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 15:00","2019","07","14","15:00","26.6","","15.9","","51","","8","","16","","24.1","","99.72","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 16:00","2019","07","14","16:00","27.0","","15.7","","49","","3","","10","","24.1","","99.71","","31","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 17:00","2019","07","14","17:00","26.8","","15.2","","48","","6","","14","","24.1","","99.70","","31","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 18:00","2019","07","14","18:00","25.3","","14.4","","50","","14","","13","","24.1","","99.69","","29","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 19:00","2019","07","14","19:00","24.3","","15.7","","58","","6","","21","","24.1","","99.73","","29","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 20:00","2019","07","14","20:00","22.5","","14.6","","60","","4","","19","","24.1","","99.76","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 21:00","2019","07","14","21:00","21.1","","14.2","","65","","4","","19","","24.1","","99.84","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 22:00","2019","07","14","22:00","20.1","","13.6","","66","","3","","9","","24.1","","99.83","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-14 23:00","2019","07","14","23:00","19.1","","13.5","","69","","3","","10","","24.1","","99.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 00:00","2019","07","15","00:00","18.1","","13.4","","74","","4","","15","","24.1","","99.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 01:00","2019","07","15","01:00","17.9","","13.2","","74","","4","","9","","24.1","","99.85","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 02:00","2019","07","15","02:00","16.5","","13.5","","82","","6","","15","","24.1","","99.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 03:00","2019","07","15","03:00","16.0","","13.5","","85","","7","","10","","24.1","","99.83","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 04:00","2019","07","15","04:00","16.1","","13.3","","83","","6","","11","","24.1","","99.82","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 05:00","2019","07","15","05:00","15.5","","13.1","","85","","34","","8","","24.1","","99.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 06:00","2019","07","15","06:00","16.9","","13.3","","79","","5","","12","","24.1","","99.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 07:00","2019","07","15","07:00","18.2","","13.5","","74","","7","","16","","24.1","","99.92","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 08:00","2019","07","15","08:00","20.8","","13.8","","64","","8","","17","","24.1","","99.95","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 09:00","2019","07","15","09:00","21.5","","14.0","","62","","16","","19","","24.1","","99.95","","25","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 10:00","2019","07","15","10:00","22.5","","13.9","","58","","15","","13","","24.1","","99.96","","26","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-07-15 11:00","2019","07","15","11:00","23.4","","14.7","","58","","17","","18","","24.1","","99.93","","27","","","","NA"
