"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-04 19:00","2019","10","04","19:00","8.7","","3.2","","68","","2","","11","","24.1","","100.84","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-04 20:00","2019","10","04","20:00","7.6","","3.1","","73","","3","","10","","24.1","","100.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-04 21:00","2019","10","04","21:00","7.2","","3.1","","75","","2","","8","","24.1","","100.92","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-04 22:00","2019","10","04","22:00","6.2","","3.0","","80","","4","","14","","24.1","","100.95","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-04 23:00","2019","10","04","23:00","5.5","","2.9","","84","","5","","14","","24.1","","100.95","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 00:00","2019","10","05","00:00","4.5","","2.5","","87","","7","","15","","24.1","","100.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 01:00","2019","10","05","01:00","4.5","","2.5","","87","","6","","16","","24.1","","100.93","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 02:00","2019","10","05","02:00","4.9","","2.6","","85","","6","","20","","24.1","","100.91","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 03:00","2019","10","05","03:00","6.2","","3.2","","81","","7","","22","","24.1","","100.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 04:00","2019","10","05","04:00","6.6","","2.7","","76","","7","","25","","24.1","","100.90","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 05:00","2019","10","05","05:00","7.3","","3.1","","75","","7","","26","","24.1","","100.88","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 06:00","2019","10","05","06:00","6.9","","2.5","","74","","8","","24","","24.1","","100.86","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 07:00","2019","10","05","07:00","7.2","","3.2","","76","","8","","22","","24.1","","100.90","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 08:00","2019","10","05","08:00","7.6","","3.8","","76","","8","","29","","24.1","","100.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 09:00","2019","10","05","09:00","9.6","","5.2","","74","","8","","24","","24.1","","100.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 10:00","2019","10","05","10:00","11.3","","5.5","","67","","10","","22","","24.1","","100.81","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 11:00","2019","10","05","11:00","11.5","","4.4","","62","","11","","26","","24.1","","100.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 12:00","2019","10","05","12:00","12.1","","2.6","","52","","11","","32","","24.1","","100.69","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 13:00","2019","10","05","13:00","12.4","","5.1","","61","","8","","40","","24.1","","100.51","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 14:00","2019","10","05","14:00","12.5","","4.2","","57","","10","","28","","24.1","","100.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 15:00","2019","10","05","15:00","11.9","","4.8","","62","","11","","26","","24.1","","100.32","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 16:00","2019","10","05","16:00","11.8","","4.6","","61","","9","","28","","24.1","","100.21","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 17:00","2019","10","05","17:00","11.5","","5.5","","66","","9","","30","","24.1","","100.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 18:00","2019","10","05","18:00","11.3","","6.3","","71","","9","","18","","24.1","","100.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 19:00","2019","10","05","19:00","11.7","","6.3","","69","","10","","17","","24.1","","99.94","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 20:00","2019","10","05","20:00","12.6","","6.4","","66","","11","","16","","24.1","","99.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 21:00","2019","10","05","21:00","13.0","","8.0","","71","","12","","13","","24.1","","99.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 22:00","2019","10","05","22:00","12.9","","8.8","","76","","15","","14","","24.1","","99.76","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-05 23:00","2019","10","05","23:00","12.9","","9.4","","79","","16","","25","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 00:00","2019","10","06","00:00","12.9","","9.3","","78","","15","","17","","24.1","","99.64","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 01:00","2019","10","06","01:00","13.2","","9.9","","80","","15","","22","","24.1","","99.55","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 02:00","2019","10","06","02:00","13.6","","10.2","","79","","16","","24","","24.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 03:00","2019","10","06","03:00","13.8","","10.7","","82","","15","","25","","24.1","","99.41","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 04:00","2019","10","06","04:00","13.7","","11.7","","88","","20","","5","","24.1","","99.46","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 05:00","2019","10","06","05:00","13.9","","12.0","","88","","11","","5","","24.1","","99.49","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 06:00","2019","10","06","06:00","13.9","","12.2","","89","","16","","14","","24.1","","99.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 07:00","2019","10","06","07:00","13.7","","12.8","","94","","15","","14","","16.1","","99.55","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 08:00","2019","10","06","08:00","14.1","","13.4","","95","","15","","21","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 09:00","2019","10","06","09:00","15.4","","14.2","","93","","16","","27","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 10:00","2019","10","06","10:00","16.5","","14.5","","88","","17","","23","","24.1","","99.49","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 11:00","2019","10","06","11:00","18.4","","14.7","","79","","19","","31","","24.1","","99.45","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 12:00","2019","10","06","12:00","19.4","","14.5","","73","","19","","27","","24.1","","99.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 13:00","2019","10","06","13:00","19.0","","14.7","","76","","19","","28","","24.1","","99.37","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 14:00","2019","10","06","14:00","19.1","","14.9","","76","","21","","26","","24.1","","99.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 15:00","2019","10","06","15:00","19.4","","15.4","","78","","20","","24","","24.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 16:00","2019","10","06","16:00","20.8","","13.2","","61","","25","","16","","24.1","","99.44","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 17:00","2019","10","06","17:00","19.1","","10.0","","55","","28","","20","","24.1","","99.49","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 18:00","2019","10","06","18:00","17.1","","9.5","","60","","28","","14","","24.1","","99.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 19:00","2019","10","06","19:00","16.3","","9.3","","63","","27","","12","","24.1","","99.64","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 20:00","2019","10","06","20:00","15.1","","9.1","","67","","28","","10","","24.1","","99.70","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 21:00","2019","10","06","21:00","15.0","","8.2","","63","","28","","11","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 22:00","2019","10","06","22:00","14.0","","7.6","","65","","16","","14","","24.1","","99.74","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-06 23:00","2019","10","06","23:00","12.5","","7.8","","73","","18","","12","","24.1","","99.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 00:00","2019","10","07","00:00","13.6","","8.1","","69","","17","","19","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 01:00","2019","10","07","01:00","13.3","","8.4","","72","","17","","17","","24.1","","99.73","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 02:00","2019","10","07","02:00","13.1","","8.5","","74","","17","","15","","24.1","","99.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 03:00","2019","10","07","03:00","12.8","","8.4","","74","","17","","17","","24.1","","99.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 04:00","2019","10","07","04:00","12.9","","8.4","","74","","18","","18","","24.1","","99.66","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 05:00","2019","10","07","05:00","13.3","","8.1","","71","","18","","18","","24.1","","99.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 06:00","2019","10","07","06:00","13.2","","8.1","","71","","18","","19","","24.1","","99.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 07:00","2019","10","07","07:00","13.2","","8.2","","71","","17","","17","","24.1","","99.74","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 08:00","2019","10","07","08:00","13.9","","9.3","","74","","19","","13","","24.1","","99.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 09:00","2019","10","07","09:00","15.1","","9.1","","67","","21","","14","","24.1","","99.78","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 10:00","2019","10","07","10:00","16.0","","9.2","","63","","22","","12","","24.1","","99.75","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 11:00","2019","10","07","11:00","16.8","","9.0","","60","","20","","22","","24.1","","99.75","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 12:00","2019","10","07","12:00","16.9","","8.7","","58","","21","","13","","24.1","","99.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 13:00","2019","10","07","13:00","17.7","","7.5","","51","","21","","16","","24.1","","99.74","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2019-10-07 14:00","2019","10","07","14:00","17.4","","6.5","","48","","27","","27","","24.1","","99.74","","","","","","NA"
